target_score;miRNA;gene;Gene Description
51;hsa-miR-30b-5p;SFXN1;sideroflexin 1
51;hsa-miR-30b-5p;CATSPERG;cation channel sperm associated auxiliary subunit gamma
51;hsa-miR-30b-5p;AP1AR;adaptor related protein complex 1 associated regulatory protein
51;hsa-miR-30b-5p;ELOVL7;ELOVL fatty acid elongase 7
50;hsa-miR-30b-5p;MAGI3;membrane associated guanylate kinase, WW and PDZ domain containing 3
50;hsa-miR-30b-5p;TUBGCP3;tubulin gamma complex associated protein 3
50;hsa-miR-30b-5p;KIAA1841;KIAA1841
50;hsa-miR-30b-5p;ERI2;ERI1 exoribonuclease family member 2
50;hsa-miR-30b-5p;CCL16;C-C motif chemokine ligand 16
50;hsa-miR-30b-5p;CRK;CRK proto-oncogene, adaptor protein
50;hsa-miR-30b-5p;AGO4;argonaute RISC catalytic component 4
50;hsa-miR-30b-5p;CYYR1;cysteine and tyrosine rich 1
50;hsa-miR-30b-5p;MECP2;methyl-CpG binding protein 2
50;hsa-miR-30b-5p;MGAT2;mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
50;hsa-miR-30b-5p;SMARCD2;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
50;hsa-miR-30b-5p;ENPP4;ectonucleotide pyrophosphatase/phosphodiesterase 4
50;hsa-miR-30b-5p;MAP3K1;mitogen-activated protein kinase kinase kinase 1
50;hsa-miR-30b-5p;C15orf40;chromosome 15 open reading frame 40
50;hsa-miR-30b-5p;POU4F2;POU class 4 homeobox 2
50;hsa-miR-30b-5p;ST6GAL2;ST6 beta-galactoside alpha-2,6-sialyltransferase 2
50;hsa-miR-30b-5p;ZNF275;zinc finger protein 275
50;hsa-miR-30b-5p;GRK5;G protein-coupled receptor kinase 5
50;hsa-miR-30b-5p;B4GALT4;beta-1,4-galactosyltransferase 4
50;hsa-miR-30b-5p;FAM240A;family with sequence similarity 240 member A
50;hsa-miR-30b-5p;SEPT3;septin 3
50;hsa-miR-30b-5p;SMIM15;small integral membrane protein 15
50;hsa-miR-30b-5p;EXOC4;exocyst complex component 4
100;hsa-miR-30c-5p;TWF1;twinfilin actin binding protein 1
100;hsa-miR-30c-5p;B3GNT5;UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
100;hsa-miR-30c-5p;EED;embryonic ectoderm development
100;hsa-miR-30c-5p;WDR7;WD repeat domain 7
100;hsa-miR-30c-5p;SCN2A;sodium voltage-gated channel alpha subunit 2
100;hsa-miR-30c-5p;BRWD3;bromodomain and WD repeat domain containing 3
100;hsa-miR-30c-5p;PTGFRN;prostaglandin F2 receptor inhibitor
100;hsa-miR-30c-5p;DCUN1D3;defective in cullin neddylation 1 domain containing 3
100;hsa-miR-30c-5p;NFAT5;nuclear factor of activated T cells 5
100;hsa-miR-30c-5p;KLHL20;kelch like family member 20
100;hsa-miR-30c-5p;PPARGC1B;PPARG coactivator 1 beta
100;hsa-miR-30c-5p;MKRN3;makorin ring finger protein 3
100;hsa-miR-30c-5p;ANKRA2;ankyrin repeat family A member 2
100;hsa-miR-30c-5p;LIN28B;lin-28 homolog B
100;hsa-miR-30c-5p;STOX2;storkhead box 2
100;hsa-miR-30c-5p;RORA;RAR related orphan receptor A
100;hsa-miR-30c-5p;FZD3;frizzled class receptor 3
100;hsa-miR-30c-5p;CELSR3;cadherin EGF LAG seven-pass G-type receptor 3
100;hsa-miR-30c-5p;MIER3;MIER family member 3
99;hsa-miR-30c-5p;LCLAT1;lysocardiolipin acyltransferase 1
99;hsa-miR-30c-5p;XPO1;exportin 1
99;hsa-miR-30c-5p;POLR3E;RNA polymerase III subunit E
99;hsa-miR-30c-5p;ALG10;ALG10, alpha-1,2-glucosyltransferase
99;hsa-miR-30c-5p;CCDC97;coiled-coil domain containing 97
99;hsa-miR-30c-5p;PDE7A;phosphodiesterase 7A
99;hsa-miR-30c-5p;ZBTB41;zinc finger and BTB domain containing 41
99;hsa-miR-30c-5p;RARG;retinoic acid receptor gamma
99;hsa-miR-30c-5p;FNDC3A;fibronectin type III domain containing 3A
99;hsa-miR-30c-5p;LHX8;LIM homeobox 8
99;hsa-miR-30c-5p;NCAM1;neural cell adhesion molecule 1
99;hsa-miR-30c-5p;TNRC6A;trinucleotide repeat containing 6A
99;hsa-miR-30c-5p;USP37;ubiquitin specific peptidase 37
99;hsa-miR-30c-5p;SNX16;sorting nexin 16
99;hsa-miR-30c-5p;LRRC17;leucine rich repeat containing 17
99;hsa-miR-30c-5p;PIP4K2A;phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
99;hsa-miR-30c-5p;C9orf72;chromosome 9 open reading frame 72
99;hsa-miR-30c-5p;NT5E;5'-nucleotidase ecto
99;hsa-miR-30c-5p;MEIOB;meiosis specific with OB domains
99;hsa-miR-30c-5p;SH3PXD2A;SH3 and PX domains 2A
99;hsa-miR-30c-5p;BRWD1;bromodomain and WD repeat domain containing 1
99;hsa-miR-30c-5p;CCNE2;cyclin E2
99;hsa-miR-30c-5p;RFX6;regulatory factor X6
99;hsa-miR-30c-5p;COL25A1;collagen type XXV alpha 1 chain
99;hsa-miR-30c-5p;RFX7;regulatory factor X7
99;hsa-miR-30c-5p;KLHL28;kelch like family member 28
99;hsa-miR-30c-5p;GMNC;geminin coiled-coil domain containing
99;hsa-miR-30c-5p;PRDM1;PR/SET domain 1
98;hsa-miR-30c-5p;BDP1;B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
98;hsa-miR-30c-5p;SCARA5;scavenger receptor class A member 5
98;hsa-miR-30c-5p;SCN9A;sodium voltage-gated channel alpha subunit 9
98;hsa-miR-30c-5p;ELL2;elongation factor for RNA polymerase II 2
98;hsa-miR-30c-5p;SCML1;Scm polycomb group protein like 1
98;hsa-miR-30c-5p;STXBP5;syntaxin binding protein 5
98;hsa-miR-30c-5p;LIMCH1;LIM and calponin homology domains 1
98;hsa-miR-30c-5p;MYH11;myosin heavy chain 11
98;hsa-miR-30c-5p;RTKN2;rhotekin 2
98;hsa-miR-30c-5p;ANO4;anoctamin 4
98;hsa-miR-30c-5p;GALNT7;polypeptide N-acetylgalactosaminyltransferase 7
98;hsa-miR-30c-5p;NEDD4;neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase
98;hsa-miR-30c-5p;ROR1;receptor tyrosine kinase like orphan receptor 1
98;hsa-miR-30c-5p;YOD1;YOD1 deubiquitinase
98;hsa-miR-30c-5p;CHD1;chromodomain helicase DNA binding protein 1
98;hsa-miR-30c-5p;RGS8;regulator of G protein signaling 8
98;hsa-miR-30c-5p;CYP24A1;cytochrome P450 family 24 subfamily A member 1
98;hsa-miR-30c-5p;LMBR1;limb development membrane protein 1
98;hsa-miR-30c-5p;RIMBP2;RIMS binding protein 2
98;hsa-miR-30c-5p;UBE2J1;ubiquitin conjugating enzyme E2 J1
98;hsa-miR-30c-5p;MAST4;microtubule associated serine/threonine kinase family member 4
98;hsa-miR-30c-5p;PEX5L;peroxisomal biogenesis factor 5 like
98;hsa-miR-30c-5p;MTDH;metadherin
98;hsa-miR-30c-5p;ZNRF1;zinc and ring finger 1
98;hsa-miR-30c-5p;GABRB1;gamma-aminobutyric acid type A receptor beta1 subunit
98;hsa-miR-30c-5p;PLPP6;phospholipid phosphatase 6
98;hsa-miR-30c-5p;CHL1;cell adhesion molecule L1 like
98;hsa-miR-30c-5p;SNX18;sorting nexin 18
98;hsa-miR-30c-5p;TMEM181;transmembrane protein 181
98;hsa-miR-30c-5p;PLPPR4;phospholipid phosphatase related 4
98;hsa-miR-30c-5p;LMBR1L;limb development membrane protein 1 like
98;hsa-miR-30c-5p;PTPN13;protein tyrosine phosphatase, non-receptor type 13
98;hsa-miR-30c-5p;HCFC2;host cell factor C2
98;hsa-miR-30c-5p;HDAC9;histone deacetylase 9
98;hsa-miR-30c-5p;ADAMTS9;ADAM metallopeptidase with thrombospondin type 1 motif 9
98;hsa-miR-30c-5p;UBN2;ubinuclein 2
98;hsa-miR-30c-5p;ADRA2A;adrenoceptor alpha 2A
98;hsa-miR-30c-5p;DESI2;desumoylating isopeptidase 2
98;hsa-miR-30c-5p;PLAGL2;PLAG1 like zinc finger 2
98;hsa-miR-30c-5p;FRZB;frizzled related protein
97;hsa-miR-30c-5p;SETD5;SET domain containing 5
97;hsa-miR-30c-5p;ZMYND8;zinc finger MYND-type containing 8
97;hsa-miR-30c-5p;TENT2;terminal nucleotidyltransferase 2
97;hsa-miR-30c-5p;SPOCK3;SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3
97;hsa-miR-30c-5p;DCTN4;dynactin subunit 4
97;hsa-miR-30c-5p;FAP;fibroblast activation protein alpha
97;hsa-miR-30c-5p;EML1;EMAP like 1
97;hsa-miR-30c-5p;ITPK1;inositol-tetrakisphosphate 1-kinase
97;hsa-miR-30c-5p;RUNX1;runt related transcription factor 1
97;hsa-miR-30c-5p;FOXG1;forkhead box G1
97;hsa-miR-30c-5p;STK39;serine/threonine kinase 39
97;hsa-miR-30c-5p;SLC35A3;solute carrier family 35 member A3
97;hsa-miR-30c-5p;KLF10;Kruppel like factor 10
97;hsa-miR-30c-5p;NFIB;nuclear factor I B
97;hsa-miR-30c-5p;SPEN;spen family transcriptional repressor
97;hsa-miR-30c-5p;TMEM170B;transmembrane protein 170B
97;hsa-miR-30c-5p;SH2B3;SH2B adaptor protein 3
97;hsa-miR-30c-5p;ADAMTS3;ADAM metallopeptidase with thrombospondin type 1 motif 3
97;hsa-miR-30c-5p;NECAP1;NECAP endocytosis associated 1
97;hsa-miR-30c-5p;PHTF2;putative homeodomain transcription factor 2
97;hsa-miR-30c-5p;DOLPP1;dolichyldiphosphatase 1
97;hsa-miR-30c-5p;SEC24A;SEC24 homolog A, COPII coat complex component
97;hsa-miR-30c-5p;YTHDF3;YTH N6-methyladenosine RNA binding protein 3
97;hsa-miR-30c-5p;YPEL2;yippee like 2
97;hsa-miR-30c-5p;FAM160B1;family with sequence similarity 160 member B1
97;hsa-miR-30c-5p;TLL2;tolloid like 2
97;hsa-miR-30c-5p;E2F7;E2F transcription factor 7
97;hsa-miR-30c-5p;CARF;calcium responsive transcription factor
97;hsa-miR-30c-5p;PPP1R2;protein phosphatase 1 regulatory inhibitor subunit 2
97;hsa-miR-30c-5p;SOX9;SRY-box 9
97;hsa-miR-30c-5p;SCN3A;sodium voltage-gated channel alpha subunit 3
97;hsa-miR-30c-5p;ATG12;autophagy related 12
97;hsa-miR-30c-5p;PPP3R1;protein phosphatase 3 regulatory subunit B, alpha
97;hsa-miR-30c-5p;TNIK;TRAF2 and NCK interacting kinase
97;hsa-miR-30c-5p;PTP4A1;protein tyrosine phosphatase type IVA, member 1
97;hsa-miR-30c-5p;REEP3;receptor accessory protein 3
97;hsa-miR-30c-5p;VIM;vimentin
97;hsa-miR-30c-5p;EXTL2;exostosin like glycosyltransferase 2
97;hsa-miR-30c-5p;STK35;serine/threonine kinase 35
97;hsa-miR-30c-5p;ACTR3C;ARP3 actin related protein 3 homolog C
97;hsa-miR-30c-5p;STIM2;stromal interaction molecule 2
96;hsa-miR-30c-5p;CCDC117;coiled-coil domain containing 117
96;hsa-miR-30c-5p;PNKD;PNKD, MBL domain containing
96;hsa-miR-30c-5p;SAMD8;sterile alpha motif domain containing 8
96;hsa-miR-30c-5p;FBXO45;F-box protein 45
96;hsa-miR-30c-5p;GOLGA1;golgin A1
96;hsa-miR-30c-5p;PLEKHM3;pleckstrin homology domain containing M3
96;hsa-miR-30c-5p;AZIN1;antizyme inhibitor 1
96;hsa-miR-30c-5p;ZBTB11;zinc finger and BTB domain containing 11
96;hsa-miR-30c-5p;PHIP;pleckstrin homology domain interacting protein
96;hsa-miR-30c-5p;DDAH1;dimethylarginine dimethylaminohydrolase 1
96;hsa-miR-30c-5p;SRSF7;serine and arginine rich splicing factor 7
96;hsa-miR-30c-5p;TBL1XR1;transducin beta like 1 X-linked receptor 1
96;hsa-miR-30c-5p;CHIC1;cysteine rich hydrophobic domain 1
96;hsa-miR-30c-5p;ITGA6;integrin subunit alpha 6
96;hsa-miR-30c-5p;SLC12A6;solute carrier family 12 member 6
96;hsa-miR-30c-5p;RUNX2;runt related transcription factor 2
96;hsa-miR-30c-5p;OTUD6B;OTU domain containing 6B
96;hsa-miR-30c-5p;CCDC43;coiled-coil domain containing 43
96;hsa-miR-30c-5p;SLC35C1;solute carrier family 35 member C1
96;hsa-miR-30c-5p;NAV3;neuron navigator 3
96;hsa-miR-30c-5p;ASB3;ankyrin repeat and SOCS box containing 3
96;hsa-miR-30c-5p;SOCS1;suppressor of cytokine signaling 1
96;hsa-miR-30c-5p;XPR1;xenotropic and polytropic retrovirus receptor 1
96;hsa-miR-30c-5p;PLEKHO2;pleckstrin homology domain containing O2
96;hsa-miR-30c-5p;CNKSR2;connector enhancer of kinase suppressor of Ras 2
96;hsa-miR-30c-5p;CCNT2;cyclin T2
96;hsa-miR-30c-5p;S100PBP;S100P binding protein
96;hsa-miR-30c-5p;ADAM19;ADAM metallopeptidase domain 19
96;hsa-miR-30c-5p;PAPOLA;poly(A) polymerase alpha
96;hsa-miR-30c-5p;KLF12;Kruppel like factor 12
96;hsa-miR-30c-5p;EML4;EMAP like 4
96;hsa-miR-30c-5p;PON2;paraoxonase 2
96;hsa-miR-30c-5p;CFL2;cofilin 2
96;hsa-miR-30c-5p;CHST2;carbohydrate sulfotransferase 2
96;hsa-miR-30c-5p;ANKHD1;ankyrin repeat and KH domain containing 1
96;hsa-miR-30c-5p;CNOT9;CCR4-NOT transcription complex subunit 9
95;hsa-miR-30c-5p;RASA2;RAS p21 protein activator 2
95;hsa-miR-30c-5p;PFN2;profilin 2
95;hsa-miR-30c-5p;SEC22C;SEC22 homolog C, vesicle trafficking protein
95;hsa-miR-30c-5p;TMEM56;transmembrane protein 56
95;hsa-miR-30c-5p;SOCS3;suppressor of cytokine signaling 3
95;hsa-miR-30c-5p;RRAD;RRAD, Ras related glycolysis inhibitor and calcium channel regulator
95;hsa-miR-30c-5p;DLG5;discs large MAGUK scaffold protein 5
95;hsa-miR-30c-5p;ANKRD17;ankyrin repeat domain 17
95;hsa-miR-30c-5p;LPGAT1;lysophosphatidylglycerol acyltransferase 1
95;hsa-miR-30c-5p;MARCH6;membrane associated ring-CH-type finger 6
95;hsa-miR-30c-5p;SIX1;SIX homeobox 1
95;hsa-miR-30c-5p;FRMPD1;FERM and PDZ domain containing 1
95;hsa-miR-30c-5p;EEA1;early endosome antigen 1
95;hsa-miR-30c-5p;CLOCK;clock circadian regulator
95;hsa-miR-30c-5p;TP53INP1;tumor protein p53 inducible nuclear protein 1
95;hsa-miR-30c-5p;SEC23A;Sec23 homolog A, coat complex II component
95;hsa-miR-30c-5p;WDR82;WD repeat domain 82
95;hsa-miR-30c-5p;MLXIP;MLX interacting protein
95;hsa-miR-30c-5p;SMAD1;SMAD family member 1
95;hsa-miR-30c-5p;COL13A1;collagen type XIII alpha 1 chain
95;hsa-miR-30c-5p;KIAA0408;KIAA0408
95;hsa-miR-30c-5p;RAP2C;RAP2C, member of RAS oncogene family
95;hsa-miR-30c-5p;ZCCHC2;zinc finger CCHC-type containing 2
95;hsa-miR-30c-5p;FKBP3;FKBP prolyl isomerase 3
95;hsa-miR-30c-5p;TBC1D10B;TBC1 domain family member 10B
95;hsa-miR-30c-5p;PRUNE2;prune homolog 2 with BCH domain
95;hsa-miR-30c-5p;STAC;SH3 and cysteine rich domain
95;hsa-miR-30c-5p;STX2;syntaxin 2
95;hsa-miR-30c-5p;BRD1;bromodomain containing 1
95;hsa-miR-30c-5p;CALCR;calcitonin receptor
95;hsa-miR-30c-5p;MEOX2;mesenchyme homeobox 2
95;hsa-miR-30c-5p;TNRC6B;trinucleotide repeat containing 6B
95;hsa-miR-30c-5p;NEURL1B;neuralized E3 ubiquitin protein ligase 1B
95;hsa-miR-30c-5p;UBE2V2;ubiquitin conjugating enzyme E2 V2
95;hsa-miR-30c-5p;PCDH17;protocadherin 17
94;hsa-miR-30c-5p;RAB8A;RAB8A, member RAS oncogene family
94;hsa-miR-30c-5p;MYO1H;myosin IH
94;hsa-miR-30c-5p;KCTD8;potassium channel tetramerization domain containing 8
94;hsa-miR-30c-5p;PSMD7;proteasome 26S subunit, non-ATPase 7
94;hsa-miR-30c-5p;SH3RF1;SH3 domain containing ring finger 1
94;hsa-miR-30c-5p;RAPGEF4;Rap guanine nucleotide exchange factor 4
94;hsa-miR-30c-5p;RAB32;RAB32, member RAS oncogene family
94;hsa-miR-30c-5p;MAB21L1;mab-21 like 1
94;hsa-miR-30c-5p;KMT2C;lysine methyltransferase 2C
94;hsa-miR-30c-5p;HIVEP1;human immunodeficiency virus type I enhancer binding protein 1
94;hsa-miR-30c-5p;PGM1;phosphoglucomutase 1
94;hsa-miR-30c-5p;FLVCR2;feline leukemia virus subgroup C cellular receptor family member 2
94;hsa-miR-30c-5p;FAM43A;family with sequence similarity 43 member A
94;hsa-miR-30c-5p;ADAMTS6;ADAM metallopeptidase with thrombospondin type 1 motif 6
94;hsa-miR-30c-5p;SCN1A;sodium voltage-gated channel alpha subunit 1
94;hsa-miR-30c-5p;VAT1L;vesicle amine transport 1 like
94;hsa-miR-30c-5p;HNRNPUL2;heterogeneous nuclear ribonucleoprotein U like 2
94;hsa-miR-30c-5p;FRMD6;FERM domain containing 6
94;hsa-miR-30c-5p;UGT2A3;UDP glucuronosyltransferase family 2 member A3
94;hsa-miR-30c-5p;SCAF4;SR-related CTD associated factor 4
94;hsa-miR-30c-5p;SNX33;sorting nexin 33
94;hsa-miR-30c-5p;LARGE1;LARGE xylosyl- and glucuronyltransferase 1
94;hsa-miR-30c-5p;IL1RAPL2;interleukin 1 receptor accessory protein like 2
94;hsa-miR-30c-5p;FNIP2;folliculin interacting protein 2
94;hsa-miR-30c-5p;TMEM229A;transmembrane protein 229A
94;hsa-miR-30c-5p;A1CF;APOBEC1 complementation factor
94;hsa-miR-30c-5p;NR5A2;nuclear receptor subfamily 5 group A member 2
94;hsa-miR-30c-5p;ZBTB44;zinc finger and BTB domain containing 44
94;hsa-miR-30c-5p;R3HDM1;R3H domain containing 1
94;hsa-miR-30c-5p;OSBPL8;oxysterol binding protein like 8
94;hsa-miR-30c-5p;TEPSIN;TEPSIN, adaptor related protein complex 4 accessory protein
94;hsa-miR-30c-5p;TMOD2;tropomodulin 2
94;hsa-miR-30c-5p;CD2AP;CD2 associated protein
94;hsa-miR-30c-5p;BNIP3L;BCL2 interacting protein 3 like
94;hsa-miR-30c-5p;LGI1;leucine rich glioma inactivated 1
94;hsa-miR-30c-5p;RAP1B;RAP1B, member of RAS oncogene family
94;hsa-miR-30c-5p;CAMK2D;calcium/calmodulin dependent protein kinase II delta
94;hsa-miR-30c-5p;CCNK;cyclin K
94;hsa-miR-30c-5p;LRRC8C;leucine rich repeat containing 8 VRAC subunit C
94;hsa-miR-30c-5p;PAWR;pro-apoptotic WT1 regulator
94;hsa-miR-30c-5p;LPP;LIM domain containing preferred translocation partner in lipoma
94;hsa-miR-30c-5p;INO80D;INO80 complex subunit D
94;hsa-miR-30c-5p;P4HA2;prolyl 4-hydroxylase subunit alpha 2
94;hsa-miR-30c-5p;SHISA3;shisa family member 3
94;hsa-miR-30c-5p;TAOK1;TAO kinase 1
94;hsa-miR-30c-5p;PRLR;prolactin receptor
94;hsa-miR-30c-5p;MZT1;mitotic spindle organizing protein 1
94;hsa-miR-30c-5p;ZPBP2;zona pellucida binding protein 2
94;hsa-miR-30c-5p;ZNF608;zinc finger protein 608
94;hsa-miR-30c-5p;MAP6;microtubule associated protein 6
94;hsa-miR-30c-5p;SEMA6B;semaphorin 6B
94;hsa-miR-30c-5p;ERLIN1;ER lipid raft associated 1
94;hsa-miR-30c-5p;SACS;sacsin molecular chaperone
94;hsa-miR-30c-5p;OTUD4;OTU deubiquitinase 4
94;hsa-miR-30c-5p;OXR1;oxidation resistance 1
94;hsa-miR-30c-5p;DSG2;desmoglein 2
93;hsa-miR-30c-5p;RAPH1;Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
93;hsa-miR-30c-5p;CPNE8;copine 8
93;hsa-miR-30c-5p;HIC2;HIC ZBTB transcriptional repressor 2
93;hsa-miR-30c-5p;ZNF711;zinc finger protein 711
93;hsa-miR-30c-5p;PPARGC1A;PPARG coactivator 1 alpha
93;hsa-miR-30c-5p;PALM2;paralemmin 2
93;hsa-miR-30c-5p;ME1;malic enzyme 1
93;hsa-miR-30c-5p;SCN8A;sodium voltage-gated channel alpha subunit 8
93;hsa-miR-30c-5p;CAND1;cullin associated and neddylation dissociated 1
93;hsa-miR-30c-5p;TTLL7;tubulin tyrosine ligase like 7
93;hsa-miR-30c-5p;MBNL3;muscleblind like splicing regulator 3
93;hsa-miR-30c-5p;DOK5;docking protein 5
93;hsa-miR-30c-5p;NADK;NAD kinase
93;hsa-miR-30c-5p;PTPDC1;protein tyrosine phosphatase domain containing 1
93;hsa-miR-30c-5p;FAM210B;family with sequence similarity 210 member B
93;hsa-miR-30c-5p;MAST3;microtubule associated serine/threonine kinase 3
93;hsa-miR-30c-5p;FBXO32;F-box protein 32
93;hsa-miR-30c-5p;RUNDC3B;RUN domain containing 3B
93;hsa-miR-30c-5p;SPAST;spastin
93;hsa-miR-30c-5p;SIX4;SIX homeobox 4
93;hsa-miR-30c-5p;SLC38A7;solute carrier family 38 member 7
93;hsa-miR-30c-5p;LRRC40;leucine rich repeat containing 40
93;hsa-miR-30c-5p;YPEL5;yippee like 5
93;hsa-miR-30c-5p;VPS26B;VPS26, retromer complex component B
93;hsa-miR-30c-5p;PICALM;phosphatidylinositol binding clathrin assembly protein
93;hsa-miR-30c-5p;FAM110B;family with sequence similarity 110 member B
93;hsa-miR-30c-5p;TMEM87B;transmembrane protein 87B
93;hsa-miR-30c-5p;NTNG1;netrin G1
93;hsa-miR-30c-5p;AFAP1L2;actin filament associated protein 1 like 2
93;hsa-miR-30c-5p;MYBL2;MYB proto-oncogene like 2
93;hsa-miR-30c-5p;MAN1A2;mannosidase alpha class 1A member 2
93;hsa-miR-30c-5p;MCF2L;MCF.2 cell line derived transforming sequence like
93;hsa-miR-30c-5p;COL9A3;collagen type IX alpha 3 chain
93;hsa-miR-30c-5p;RASA1;RAS p21 protein activator 1
93;hsa-miR-30c-5p;MAP3K21;mitogen-activated protein kinase kinase kinase 21
93;hsa-miR-30c-5p;DENND1B;DENN domain containing 1B
93;hsa-miR-30c-5p;UBN1;ubinuclein 1
93;hsa-miR-30c-5p;BCL11B;BCL11B, BAF complex component
93;hsa-miR-30c-5p;LYPLAL1;lysophospholipase like 1
93;hsa-miR-30c-5p;LRRK2;leucine rich repeat kinase 2
93;hsa-miR-30c-5p;RARRES1;retinoic acid receptor responder 1
93;hsa-miR-30c-5p;FAM91A1;family with sequence similarity 91 member A1
93;hsa-miR-30c-5p;WASHC4;WASH complex subunit 4
93;hsa-miR-30c-5p;LOC283710;uncharacterized LOC283710
93;hsa-miR-30c-5p;GRIA2;glutamate ionotropic receptor AMPA type subunit 2
93;hsa-miR-30c-5p;GATM;glycine amidinotransferase
93;hsa-miR-30c-5p;DLL4;delta like canonical Notch ligand 4
93;hsa-miR-30c-5p;PIK3CD;phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
93;hsa-miR-30c-5p;GLCCI1;glucocorticoid induced 1
93;hsa-miR-30c-5p;PER2;period circadian regulator 2
93;hsa-miR-30c-5p;MAP3K2;mitogen-activated protein kinase kinase kinase 2
92;hsa-miR-30c-5p;FAM133A;family with sequence similarity 133 member A
92;hsa-miR-30c-5p;LRFN2;leucine rich repeat and fibronectin type III domain containing 2
92;hsa-miR-30c-5p;ZNF518A;zinc finger protein 518A
92;hsa-miR-30c-5p;LRRC8D;leucine rich repeat containing 8 VRAC subunit D
92;hsa-miR-30c-5p;ARHGEF6;Rac/Cdc42 guanine nucleotide exchange factor 6
92;hsa-miR-30c-5p;CPSF6;cleavage and polyadenylation specific factor 6
92;hsa-miR-30c-5p;RAB38;RAB38, member RAS oncogene family
92;hsa-miR-30c-5p;CALU;calumenin
92;hsa-miR-30c-5p;FAM126B;family with sequence similarity 126 member B
92;hsa-miR-30c-5p;UNC5C;unc-5 netrin receptor C
92;hsa-miR-30c-5p;MEX3B;mex-3 RNA binding family member B
92;hsa-miR-30c-5p;MAP3K13;mitogen-activated protein kinase kinase kinase 13
92;hsa-miR-30c-5p;TTBK1;tau tubulin kinase 1
92;hsa-miR-30c-5p;RBM12;RNA binding motif protein 12
92;hsa-miR-30c-5p;DNMT3A;DNA methyltransferase 3 alpha
92;hsa-miR-30c-5p;EDNRA;endothelin receptor type A
92;hsa-miR-30c-5p;BNC1;basonuclin 1
92;hsa-miR-30c-5p;GLDC;glycine decarboxylase
92;hsa-miR-30c-5p;CBX2;chromobox 2
92;hsa-miR-30c-5p;STX16;syntaxin 16
92;hsa-miR-30c-5p;C4orf19;chromosome 4 open reading frame 19
92;hsa-miR-30c-5p;ACTC1;actin, alpha, cardiac muscle 1
92;hsa-miR-30c-5p;JPH4;junctophilin 4
92;hsa-miR-30c-5p;ZFY;zinc finger protein Y-linked
92;hsa-miR-30c-5p;PDSS1;decaprenyl diphosphate synthase subunit 1
92;hsa-miR-30c-5p;MYO5A;myosin VA
92;hsa-miR-30c-5p;PRKAA2;protein kinase AMP-activated catalytic subunit alpha 2
92;hsa-miR-30c-5p;PHF13;PHD finger protein 13
92;hsa-miR-30c-5p;BAHD1;bromo adjacent homology domain containing 1
92;hsa-miR-30c-5p;SLC35F1;solute carrier family 35 member F1
92;hsa-miR-30c-5p;YY2;YY2 transcription factor
92;hsa-miR-30c-5p;SETD7;SET domain containing 7, histone lysine methyltransferase
92;hsa-miR-30c-5p;TENM3;teneurin transmembrane protein 3
92;hsa-miR-30c-5p;CEP41;centrosomal protein 41
92;hsa-miR-30c-5p;ZNF280B;zinc finger protein 280B
92;hsa-miR-30c-5p;CBLB;Cbl proto-oncogene B
92;hsa-miR-30c-5p;CAMKK2;calcium/calmodulin dependent protein kinase kinase 2
92;hsa-miR-30c-5p;ACTR1A;ARP1 actin related protein 1 homolog A
92;hsa-miR-30c-5p;DGKH;diacylglycerol kinase eta
92;hsa-miR-30c-5p;TRIM13;tripartite motif containing 13
92;hsa-miR-30c-5p;RNF165;ring finger protein 165
92;hsa-miR-30c-5p;NRIP1;nuclear receptor interacting protein 1
91;hsa-miR-30c-5p;CACHD1;cache domain containing 1
91;hsa-miR-30c-5p;GALNT1;polypeptide N-acetylgalactosaminyltransferase 1
91;hsa-miR-30c-5p;SKP2;S-phase kinase associated protein 2
91;hsa-miR-30c-5p;FBXL20;F-box and leucine rich repeat protein 20
91;hsa-miR-30c-5p;CDCA7;cell division cycle associated 7
91;hsa-miR-30c-5p;PAAF1;proteasomal ATPase associated factor 1
91;hsa-miR-30c-5p;LOX;lysyl oxidase
91;hsa-miR-30c-5p;HIPK2;homeodomain interacting protein kinase 2
91;hsa-miR-30c-5p;TSPAN2;tetraspanin 2
91;hsa-miR-30c-5p;RAI14;retinoic acid induced 14
91;hsa-miR-30c-5p;EPG5;ectopic P-granules autophagy protein 5 homolog
91;hsa-miR-30c-5p;APBA1;amyloid beta precursor protein binding family A member 1
91;hsa-miR-30c-5p;C7orf43;chromosome 7 open reading frame 43
91;hsa-miR-30c-5p;GRM3;glutamate metabotropic receptor 3
91;hsa-miR-30c-5p;MFSD6;major facilitator superfamily domain containing 6
91;hsa-miR-30c-5p;GNA13;G protein subunit alpha 13
91;hsa-miR-30c-5p;ZFAND5;zinc finger AN1-type containing 5
91;hsa-miR-30c-5p;FAM83F;family with sequence similarity 83 member F
